wikidata_id|label|fr_label|hide|deleted|dfk_id|or_id|or_label|dfkv_id|dfkv_label|pb_id|pb_label|fs_id|fs_label|av_id|av_label
Q8862109|Kamiński, Zygmunt||0||DFK0007691352|18914|Kamiński, Zygmunt||||||||
Q60753|Konsalik, Heinz Günther||0||DFK0008560672|18856|Konsalik, Heinz Günther||||||||
Q52326218|Kerber, Bernhard||0||DFK0003744413|18874|Kerber, Bernhard||||||||
Q70618|Keßler, Harry Graf||0||DFK0007640544|6912|Kessler, Harry Comte|100050|Keßler, Harry Graf||||||
Q160534|Kerouac, Jack||0||DFK0003880513|19119|Kerouac, Jack||||||||
Q9324797|Kwiecień, Ryszard||0||DFK0008327465|19072|Kwiecień, Ryszard||||||||
Q7942676|Kubiak, Tadeusz||0||DFK0003762472|19132|Kubiak, Tadeusz||||||||
|Kopeć, Jerzy||0||DFK0003808987|19150|Kopeć, Jerzy||||||||
Q29054300|Kuntzel, Thierry||0||DFK0001300837|19361|Kuntzel, Thierry||||||||
Q48852353|Kargol, Tomasz||0||DFK0001883992|19138|Kargol, Tomasz||||||||
Q660733|Krier, Rob||0||DFK0004843292|19589|Krier, Rob||||||||
Q4243085|Krueger, Myron W.||0||DFK0006415907|19623|Krueger, Myron W.||||||||
Q3958285|Kwei, Kane||0||DFK0007973379|19633|Kwei, Kane||||||||
Q1928215|Klier, Michael||0||DFK0003991287|19616|Klier, Michael||||||||
Q26973255|Kamiński, Ireneusz J.||0||DFK0001063361|19923|Kamiński, Ireneusz J.||||||||
Q110963981|Kroll, Bruno||0||DFK0002527010|687|Kroll, Bruno|100687|Kroll, Bruno||||||
Q157040|Kossuth, Lajos de Kossuth et Udvard||0||DFK0006480236|20121|Kossuth, Lajos de Kossuth et Udvard||||||||
Q1533376|Kleinenbroich, Wilhelm||0||DFK0008907793|20174|Kleinenbroich, Wilhelm||||||||
Q14544528|Koettgen, Gustav Adolf||0||DFK0007292952|20175|Koettgen, Gustav Adolf||||||||
Q94274208|Kochseder, Franz||0||DFK0009866650|20211|Kochseder, Franz||||||||
Q1677697|Kramer, Jürgen||0||DFK0008543251|20133|Kramer, Jürgen||||||||
Q95326501|Kranz, Reinhard||0||DFK0000227794|20344|Kranz, Reinhard||||||||
Q95748685|Kröger, Marion||0||DFK0003253705|20421|Kröger, Marion||||||||
Q4334627|Kotte, Wouter||0||DFK0003261926|20400|Kotte, Wouter||||||||
Q104243643|Küchler, Andreas||0||DFK0004532904|20309|Küchler, Andreas||||||||
Q104185310|Kammerer, Anton Paul||0||DFK0003031104|20312|Kammerer, Anton Paul||||||||
Q1467202|Köthe, Fritz||0||DFK0007418112|20578|Köthe, Fritz||||||||
Q109728|König, Leo von||0||DFK0002294263|3089|König, Leo von|103089|König, Leo von||||||
Q1690226|Karsch, Joachim||0||DFK0009281751|20562|Karsch, Joachim||||||||
Q1223215|Kressel, Diether||0||DFK0009872161|20563|Kressel, Diether||||||||
Q95213453|Kramer-Mallordy, Antje||0||DFK0000431178|21601|Kramer-Mallordy, Antje||||||||
Q154335|Klein, Yves||0||DFK0000553505|8207|Klein, Yves|108207|Klein, Yves||||||
Q16675548|Kott, Sandrine||0||DFK0002515886|21102|Kott, Sandrine||||||||
Q94916329|Kuhirt, Ullrich||0||DFK0002275459|11134|Kuhirt, Ullrich||||||||
Q15454286|Kellein, Thomas||0||DFK0002817892|14065|Kellein, Thomas||||||||
Q6375209|Kozyra, Katarzyna||0||DFK0007075789|21068|Kozyra, Katarzyna||||||||
Q218307|Kulik, Zofia||0||DFK0008869819|16555|Kulik, Zofia||||||||
Q48841333|Kwiek, Przemysław||0||DFK0007603617|16556|Kwiek, Przemysław||||||||
Q6794944|Kozloff, Max||0||DFK0003925417|21123|Kozloff, Max||||||||
Q1803595|Kuttner, Manfred||0||DFK0003950530|14786|Kuttner, Manfred||||||||
Q9696|Kennedy, John Fitzgerald||0||DFK0003975345|14768|Kennedy, John Fitzgerald||||||||
Q44007|Klee, Paul||0||DFK0006204046|1611|Klee, Paul|101611|Klee, Paul||||||
Q9281896|Kowalski, Grzegorz||0||DFK0003534916|13859|Kowalski, Grzegorz||||||||
Q374492|Kline, Franz||0||DFK0000862811|9040|Kline, Franz|109040|Kline, Franz||||||
Q1511895|Kettner, Gerhard||0||DFK0004502177|12418|Kettner, Gerhard||||||||
Q1560977|Kerbach, Ralf||0||DFK0003327472|15687|Kerbach, Ralf||||||||
Q702678|Kantor, Tadeusz||0||DFK0009647507|10208|Kantor, Tadeusz|110208|Kantor, Tadeusz||||||
Q905|Kafka, Franz||0||DFK0000666357|8566|Kafka, Franz|108566|Kafka, Franz||||||
Q18641919|Kandinsky, Nina||0||DFK0007314456|8303|Kandinsky, Nina|108303|Kandinsky, Nina||||||
Q170344|Kiefer, Anselm||0||DFK0008785546|11476|Kiefer, Anselm||||||||
Q76435|Kracauer, Sigfried||0||DFK0009783087|16786|Kracauer, Sigfried||||||||
Q1305426|Kromschröder, Gerhard||0||DFK0002447625|21167|Kromschröder, Gerhard||||||||
Q290168|Kobro, Katarzyna||0||DFK0009646935|10802|Kobro, Katarzyna||||||||
Q313113|Kosuth, Joseph||0||DFK0009391401|11999|Kosuth, Joseph||||||||
Q9281877|Klaman, Grzegorz||0||DFK0006506768|19330|Klaman, Grzegorz||||||||
Q11738033|Kowalczyk, Kazimierz||0||DFK0001077218|21213|Kowalczyk, Kazimierz||||||||
Q9209783|Kuryłek, Dominik||0||DFK0001929346|21215|Kuryłek, Dominik||||||||
Q573167|Kowalski, Piotr||0||DFK0008959033|10664|Kowalski, Piotr||||||||
Q16194207|Kwon, Miwon||0||DFK0008855599|21232|Kwon, Miwon||||||||
Q699736|Kabakov, Ilya||0||DFK0001055972|12051|Kabakov, Ilya||||||||
Q167414|Kupka, Frantisek||0||DFK0000073033|8695|Kupka, Frantisek|108695|Kupka, Frantisek||||||
Q297525|Koons, Jeff||0||DFK0007422963|13371|Koons, Jeff||||||||
Q2926075|Kierzkowski, Bronislaw||0||DFK0003984797|10817|Kierzkowski, Bronislaw||||||||
Q1403110|Szczęsny, Felicjan||0||DFK0009118080|19953|Szczęsny, Felicjan||||||||
Q9178394|Kowalska, Bozena||0||DFK0003508041|13336|Kowalska, Bozena||||||||
Q61064|Kandinsky, Vassily||0||DFK0002139909|7921|Kandinsky, Vassily|100260|Kandinsky, Vassily||||||
Q62998357|Kaiser, Paul||0||DFK0000373593|21146|Kaiser, Paul||||||||
Q23000629|Klement, Ralf||0||DFK0005933651|21259|Klement, Ralf||||||||
Q95199944|Knorr, Susanne||0||DFK0000992516|21262|Knorr, Susanne||||||||
Q1629289|Kalinowski, Horst Egon||0||DFK0009163115|8209|Kalinowski, Horst Egon|108209|Kalinowski, Horst Egon||||||
Q827652|Kobzdej, Aleksander||0||DFK0003357517|13583|Kobzdej, Aleksander||||||||
Q88331721|Kasprzak, Katarzyna||0||DFK0005955301|21423|Kasprzak, Katarzyna||||||||
Q402077|Kesting, Edmund||0||DFK0008798535|14185|Kesting, Edmund||||||||
Q105197|Kemp, Wolfgang||0||DFK0005012691|14135|Kemp, Wolfgang||||||||
Q9256423|Kossakowski, Eustachy||0||DFK0002621647|18073|Kossakowski, Eustachy||||||||
Q431963|Krauss, Rosalind||0||DFK0007473423|13458|Krauss, Rosalind||||||||
Q19259763|Kovacs, Attila||0||DFK0002305096|21577|Kovacs, Attila||||||||
Q154260|Kokoschka, Oskar||0||DFK0004966781|13646|Kokoschka, Kokoschka|101675|Kokoschka, Oskar||||||
Q2590203|Kil, Wolfgang||0||DFK0000288954|15778|Kil, Wolfgang||||||||
Q48937076|Klüser, Bernd||0||DFK0002375751|13425|Klüser, Bernd||||||||
Q2588719|Kahlen, Wolf||0||DFK0005724856|16269|Kahlen, Wolf||||||||
Q9281914|Królikiewicz, Grzegorz||0||DFK0008329916|21354|Królikiewicz, Grzegorz||||||||
Q12749240|Kućanski, Bosko||0||DFK0001161367|17649|Kućanski, Bosko||||||||
Q95268619|Kober, Max||0||DFK0007919634|12434|Kober, Max||||||||
Q9312|Kant, Emmanuel||0||DFK0001856139|9852|Kant, Emmanuel|104209|Kant, Emmanuel||||||
Q65924656|Kępińska, Alicja||0||DFK0001505122|13559|Kępińska, Alicja||||||||
Q63083404|Klassnik, Robin||0||DFK0004016999|21364|Klassnik, Robin||||||||
Q60637|Kluge, Alexander||0||DFK0003025123|14334|Kluge, Alexander||||||||
Q51549414|Kunert, Michael||0||DFK0008422097|16345|Kunert, Michael||||||||
Q11720225|Karwacki, Janusz||0||DFK0009174540|14007|Karwacki, Janusz||||||||
Q44252|Klinger, Max||0||DFK0008865890|1302|Klinger, Max|101302|Klinger, Max||||||
Q142472|Kollwitz, Käthe||0||DFK0000916159|598|Kollwitz, Käthe|105791|Kollwitz, Käthe||||||
Q509348|Köster, Bettina||0||DFK0004002262|21899|Köster, Bettina||||||||
Q1331522|Kruse, Käthe||0||DFK0003222669|21911|Kruse, Käthe||||||||
Q583959|Kienholz, Edward||0||DFK0009031702|11808|Kienholz, Edward||||||||
Q1767443|Kudielka, Robert||0||DFK0004386835|10971|Kudielka, Robert||||||||
Q26834244|Klasen, Karl Christian||0||DFK0000817141|21812|Klasen, Karl Christian||||||||
Q55674267|Klein, Woldemar||0||DFK0008056434|20950|Klein, Woldemar||||||||
Q95238109|Keller, Dietmar||0||DFK0004420614|15606|Keller, Dietmar||||||||
Q1564486|Krauss, Lothar||0||DFK0004980051|21019|Krauss, Lothar||||||||
Q99924|Koether, Jutta||0||DFK0002749947|16279|Koether, Jutta||||||||
Q472557|Kounellis, Jannis||0||DFK0006618467|12003|Kounellis, Jannis||||||||
Q5294655|Kuspit, Donald B.||0||DFK0008496509|13278|Kuspit, Donald B.||||||||
Q36009877|Kies, Helmut||0||DFK0000826315|14685|Kies, Helmut||||||||
Q1418792|Küchenmeister, Rainer||0||DFK0005027839|10884|Küchenmeister, Rainer||||||||
Q11769513|Kruczek, Marian||0||DFK0004548855|14812|Kruczek, Marian||||||||
Q6155228|Kultermann, Udo||0||DFK0000818227|11331|Kultermann, Udo||||||||
Q9394648|Korolkiewicz, Lukasz||0||DFK0001799759|16552|Korolkiewicz, Lukasz||||||||
Q69364068|Kaminski, Hartmut||0||DFK0006159304|16563|Kaminski, Hartmut||||||||
Q95887366|Kuhfuss, Jürgen||0||DFK0003336822|16564|Kuhfuss, Jürgen||||||||
Q2387282|Kulisiewicz, Tadeusz||0||DFK0004442643|10215|Kulisiewicz, Tadeusz||||||||
Q1604606|Kuhn-Weber, Marta||0||DFK0009811907|11485|Kuhn-Weber, Marta||||||||
Q11724908|Krawczyk, Jerzy||0||DFK0003190379|10212|Krawczyk, Jerzy||||||||
Q111396949|Krzywobłocki, Wojciech||0||DFK0000102149|10213|Krzywobłocki, Wojciech||||||||
Q11713786|Kuran-Bogucka, Irena||0||DFK0008813956|10217|Kuran-Bogucka, Irena||||||||
Q11730572|Kopczyński, Józef||0||DFK0001805632|17548|Kopczyński, Józef||||||||
Q9155337|Krzymańska, Anna||0||DFK0009054963|17551|Krzymańska, Anna||||||||
Q11770133|Kulpa, Mariusz||0||DFK0002019888|17553|Kulpa, Mariusz||||||||
Q16574756|Kuczyńska, Maria||0||DFK0001233305|17554|Kuczyńska, Maria||||||||
Q11730479|Kaliszan, Józef||0||DFK0001856941|17559|Kaliszan, Józef||||||||
Q50892325|Kasznia, Benedykt||0||DFK0005441304|17561|Kasznia, Benedykt||||||||
Q9152409|Kasten, Andrzej||0||DFK0005043891|17562|Kasten, Andrzej||||||||
Q9357312|Klaman, Teresa||0||DFK0007625491|17563|Klaman, Teresa||||||||
Q2829958|Kirili, Alain||0||DFK0005865943|12009|Kirili, Alain||||||||
Q6271047|Kessler, Jon||0||DFK0003436629|16408|Kessler, Jon||||||||
Q21033963|Kleinefenn, Florian||0||DFK0000088598|16339|Kleinefenn, Florian||||||||
Q9342413|Kurkiewicz, Stanisław||0||DFK0001635801|17887|Kurkiewicz, Stanisław||||||||
Q1745368|Kumrow, Klaus||0||DFK0002397411|15918|Kumrow, Klaus||||||||
Q8862131|Karny, Alfons||0||DFK0007963119|12779|Karny, Alfons||||||||
Q9390101|Kononowicz, Zenon||0||DFK0008038832|17168|Kononowicz, Zenon||||||||
Q24428022|Korytowski, Zenon||0||DFK0006503907|17200|Korytowski, Zenon||||||||
Q78761436|Konieczny, Marek||0||DFK0004525778|14903|Konieczny, Marek||||||||
Q48852283|Kulikowski, Jan||0||DFK0000469244|17355|Kulikowski, Jan||||||||
Q1465972|Krajewski, Jerzy||0||DFK0001527569|17361|Krajewski, Jerzy||||||||
Q11754313|Kosmulski, Leon||0||DFK0001912305|17371|Kosmulski, Leon||||||||
Q9382666|Kamiński, Włodzimierz||0||DFK0004740089|17312|Kamiński, Włodzimierz||||||||
Q2331329|Kamocki, Stanisław||0||DFK0006076367|17326|Kamocki, Stanisław||||||||
Q104625969|Komorowska, Wanda||0||DFK0006811853|17327|Komorowska, Wanda||||||||
Q9382686|Konieczny, Włodzimierz||0||DFK0009010541|17328|Konieczny, Włodzimierz||||||||
Q11817547|Krasnodębski, Piotr||0||DFK0004776048|17329|Krasnodębski, Piotr||||||||
Q7599179|Kuczborski, Stanisław||0||DFK0004511435|17331|Kuczborski, Stanisław||||||||
Q152441|Korczak, Janusz||0||DFK0001949400|17667|Korczak, Janusz||||||||
Q94745546|Kettner, Gitta||0||DFK0007945608|12882|Kettner, Gitta||||||||
Q993426|Konrad, Bruno||0||DFK0000592205|15379|Konrad, Bruno||||||||
Q1933780|Kasprzyk, Mikołaj||0||DFK0001054527|17962|Kasprzyk, Mikołaj||||||||
Q4759635|Kowalski, Andrzej S.||0||DFK0000348697|18495|Kowalski, Andrzej S.||||||||
Q1222312|Kraemer, Dieter||0||DFK0007390108|13027|Kraemer, Dieter||||||||
Q3329133|Knipp, Günther||0||DFK0002747527|13691|Knipp, Günther||||||||
Q704516|Konwicki, Tadeusz||0||DFK0009694472|14699|Konwicki, Tadeusz||||||||
Q561332|Kawalerowicz, Jerzy||0||DFK0001377402|12736|Kawalerowicz, Jerzy||||||||
Q23906663|Kliege, Wolfgang||0||DFK0007839385|19907|Kliege, Wolfgang||||||||
Q26001152|Kahane, Doris||0||DFK0001631274|11668|Kahane, Doris||||||||
Q65659356|Knapp, Beate||0||DFK0007417959|19884|Knapp, Beate||||||||
Q3192785|Kano, Mitsuo||0||DFK0006168551|10881|Kano, Mitsuo||||||||
Q95886367|Kemeny, Alfred||0||DFK0000969650|8181|Kemeny, Alfred|108181|Kemeny, Alfred||||||
Q714839|Kotarbinski, Tadeusz||0||DFK0001125350|10780|Kotarbinski, Tadeusz||||||||
Q1525497|Kreutz, Heinz||0||DFK0001254080|8908|Kreutz, Heinz|108908|Kreutz, Heinz||||||
Q97546681|Kiender, Ed||0||DFK0004781553|11095|Kiender, Ed||||||||
Q109078|Kriwet, Ferdinand||0||DFK0002442560|11165|Kriwet, Ferdinand||||||||
Q881693|Kanovitz, Howard||0||DFK0003752191|11170|Kanovitz, Howard||||||||
Q1720571|Kroener, Werner||0||DFK0004480513|11324|Kroener, Werner||||||||
Q1782162|Knebel, Konrad||0||DFK0004725145|11302|Knebel, Konrad||||||||
Q60929616|Kühn, Kurt Hermann||0||DFK0005437968|11245|Kühn, Kurt Hermann||||||||
Q58334753|Kress, Peter||0||DFK0001207157|11169|Kress, Peter||||||||
Q95286833|Kleemann, Rudolf||0||DFK0002814188|11181|Kleemann, Rudolf||||||||
Q963057|Kerényi, Jenö||0||DFK0003472998|11936|Kerényi, Jenö||||||||
Q972033|Kassatkin, Nikolai Alexejewitsch||0||DFK0006988604|11890|Kassatkin, Nikolai Alexejewitsch||||||||
Q62544|Kanoldt, Alexander||0||DFK0004548763|4905|Kanoldt, Alexander|104905|Kanoldt, Alexander||||||
Q1403573|Klee, Felix||0||DFK0009484856|9073|Klee, Felix|109073|Klee, Felix||||||
Q3196930|Kimura, Kosuke||0||DFK0000327298|12564|Kimura, Kosuke||||||||
Q11814210|Kwiek, Paweł||0||DFK0008918112|14999|Kwiek, Paweł||||||||
Q1731951|Kluth, Karl||0||DFK0001009840|9578|Kluth, Karl|109578|Kluth, Karl||||||
Q12874319|Katraki, Vasso||0||DFK0007627120|13122|Katraki, Vasso||||||||
Q19960146|Köhler, Hannelore||0||DFK0007592479|13048|Köhler, Hannelore||||||||
Q11753496|Kunka, Lech||0||DFK0002449473|14783|Kunka, Lech||||||||
Q18649960|Kluska, Stanislaw||0||DFK0000117368|13836|Kluska, Stanislaw||||||||
Q19269784|Krygier, Stefan||0||DFK0009701743|13737|Krygier, Stefan||||||||
Q262284|Kruger, Barbara||0||DFK0004003288|13415|Kruger, Barbara||||||||
Q327293|Kapoor, Anish||0||DFK0005448117|13378|Kapoor, Anish||||||||
Q2908637|Konopka, Bogdan||0||DFK0000960588|16816|Konopka, Bogdan||||||||
Q547741|Kubler, George||0||DFK0008950113|16817|Kubler, George||||||||
Q561283|Kolbe, Georg||0||DFK0006826871|1277|Kolbe, Georg|101277|Kolbe, Georg||||||
Q9354466|Kozlowski, Tadeusz||0||DFK0000584938|13651|Kozlowski, Tadeusz||||||||
Q2414037|Korot, Beryl||0||DFK0000532199|13655|Korot, Beryl||||||||
Q1344503|Kandt-Horn, Susanne||0||DFK0004878477|13610|Kandt-Horn, Susanne||||||||
Q48861024|Krajewski, Przemyslaw||0||DFK0001812590|13683|Krajewski, Przemyslaw||||||||
Q159876|Kristeva, Julia||0||DFK0005156365|14260|Kristeva, Julia||||||||
Q2518|Kohl, Helmut||0||DFK0006411987|14170|Kohl, Helmut||||||||
Q139752|Kawamata, Tadashi||0||DFK0008926354|14123|Kawamata, Tadashi||||||||
Q750620|Klein, Astrid||0||DFK0000127246|14125|Klein, Astrid||||||||
Q1122902|Ernő Kállai||0||DFK0004702350|3648|Kallai, Ernst|103648|Ernő Kállai||||||
Q59673220|Köhn, Joachim||0||DFK0006016285|14162|Köhn, Joachim||||||||
Q1479718|Kretzschmar, Harald||0||DFK0009794581|14205|Kretzschmar, Harald||||||||
Q1768217|Koeppel, Matthias||0||DFK0008766827|14217|Koeppel, Matthias||||||||
Q1912820|Kaus, Max||0||DFK0003388856|7718|Kaus, Max|102445|Kaus, Max||||||
Q318554|Kampf, Arthur||0||DFK0009524210|5515|Kampf, Arthur|105515|Kampf, Arthur||||||
Q919265|Katz, Alex||0||DFK0004574874|14390|Katz, Alex||||||||
Q8027|King, Martin Luther||0||DFK0005670880|14516|King, Martin Luther||||||||
Q324499|Kristl, Vlado||0||DFK0002643296|14499|Kristl, Vlado||||||||
Q1541000|Kuhrt, Rolf||0||DFK0003395299|14929|Kuhrt, Rolf||||||||
Q2850529|Kindynis-Maroudi, Anna||0||DFK0009201333|14938|Kindynis-Maroudi, Anna||||||||
Q433898|Théo Kerg||0||DFK0005630042|9431|Kerg, Theo|109431|Théo Kerg||||||
Q3743562|Kaivanto, Kimmo||0||DFK0000528420|14827|Kaivanto, Kimmo||||||||
Q4242711|Kryshewski, Jan||0||DFK0007156501|14836|Kryshewski, Jan||||||||
Q4211350|Kamenski, Alexander||0||DFK0000605614|15205|Kamenski, Alexander||||||||
Q437792|Korowin, Konstantin Alexejewitsch||0||DFK0004933062|15206|Korowin, Konstantin Alexejewitsch||||||||
Q2626131|Kontschalowski, Pjotr||0||DFK0007266613|15211|Kontschalowski, Pjotr||||||||
Q313275|Kustodijew, Boris Michailowitsch||0||DFK0000248193|15218|Kustodijew, Boris Michailowitsch||||||||
Q66347777|Kozik, Gregor-Torsten||0||DFK0006902910|15233|Kozik, Gregor-Torsten||||||||
Q2283514|Krepp, Siegfried||0||DFK0000067324|15191|Krepp, Siegfried||||||||
Q34661|Klimt, Gustav||0||DFK0005124400|1145|Klimt, Gustav|101145|Klimt, Gustav||||||
Q95342820|Kühne, Armin||0||DFK0007023770|15116|Kühne, Armin||||||||
Q17381516|Kaskipuro, Pentti||0||DFK0006193822|15159|Kaskipuro, Pentti||||||||
Q4209450|Kalinin, Viktor G.||0||DFK0007976777|15484|Kalinin, Viktor G.||||||||
Q96323651|Kurowski, Walter||0||DFK0006098553|15493|Kurowski, Walter||||||||
Q456501|Kazovszkij, El||0||DFK0006192110|15397|Kazovszkij, El||||||||
Q5752|Kropotkin, Pjotr Alexejewitsch||0||DFK0004346455|15419|Kropotkin, Pjotr Alexejewitsch||||||||
Q21289586|Kummert, Otto||0||DFK0004760942|12377|Kummert, Otto||||||||
Q571742|Kerbel, Lew Jefimowitsch||0||DFK0001165859|15444|Kerbel, Lew Jefimowitsch||||||||
Q75154|Knauf, Erich||0||DFK0004046605|7330|Knauf, Erich|107330|Knauf, Erich||||||
Q23639211|Korth, Siegfried||0||DFK0002475498|15805|Korth, Siegfried||||||||
Q95290551|Kunze, Hans-Wulf||0||DFK0001375803|15791|Kunze, Hans-Wulf||||||||
Q95221240|Klöppel, Eberhard||0||DFK0004447423|15793|Klöppel, Eberhard||||||||
Q15401882|Konttinens, Markus||0||DFK0000664407|15868|Konttinens, Markus||||||||
Q263569|Koch, J.A.||0||DFK0007454443|16154|Koch, Joseph Anton|105458|Koch, J.A.||||||
Q1693037|Kimpfel, Johann Christoph||0||DFK0006670915|16172|Kimpfel, Johann Christoph||||||||
Q68204|Kolmar, Gertrud (eigtl. Gertrud Käthe Chodziesner)||0||DFK0000201279|16116|Kolmar, Gertrud (eigtl. Gertrud Käthe Chodziesner)||||||||
Q232364|Koolhaas, Rem||0||DFK0007927077|16044|Koolhaas, Rem||||||||
Q103949|Keaton, Buster||0||DFK0002460535|16804|Keaton, Buster||||||||
Q69406799|Kremer, Karin||0||DFK0008120909|16747|Kremer, Karin||||||||
Q1354405|Kiffl, Erika||0||DFK0001862563|16751|Kiffl, Erika||||||||
Q4232997|Korzhev, Geli||0||DFK0005261834|16684|Korzhev, Geli||||||||
Q329041|Kunc, Milan||0||DFK0003598993|16727|Kunc, Milan||||||||
Q3566375|Knizak, Milan||0||DFK0001771108|18213|Knizak, Milan||||||||
Q1984917|Krushenick, Nicolas||0||DFK0002708035|18118|Krushenick, Nicolas||||||||
Q721633|Kepes||0||DFK0007235239|10038|Kepes, Gyorgy|110038|Kepes||||||
Q2172929|Koningsbruggen, Rob van||0||DFK0008025158|18973|Koningsbruggen, Rob van||||||||
Q3385675|Keller, Pierre||0||DFK0009458945|18975|Keller, Pierre||||||||
Q53767347|Kobayashi, Naomi||0||DFK0007433470|18950|Kobayashi, Naomi||||||||
Q1338051|Kunz||1||DFK0002224517|5511|Kunz, Emma|105511|Kunz||||||
Q15838812|Kuwertz, Evelyn||0||DFK0003058676|19030|Kuwertz, Evelyn||||||||
Q47527001|Kürschner, Henning||0||DFK0002344654|19005|Kürschner, Henning||||||||
Q15697018|Krukowski, Wojciech||0||DFK0001445715|19214|Krukowski, Wojciech||||||||
Q22237044|Kruk, Mariusz||0||DFK0006827462|19216|Kruk, Mariusz||||||||
Q11768214|Kijewski, Marek||0||DFK0004953911|19227|Kijewski, Marek||||||||
Q4230809|Konik, Mark||0||DFK0005162202|19205|Konik, Mark||||||||
Q101109360|Kucharski, Tadeusz||0||DFK0004074433|19245|Kucharski, Tadeusz||||||||
Q30302884|Kolbe, Jürgen||0||DFK0000366655|19276|Kolbe, Jürgen||||||||
Q92095573|Konart, Tomasz||0||DFK0008862828|19283|Konart, Tomasz||||||||
Q16019118|Klassen, Norbert||0||DFK0005295815|19551|Klassen, Norbert||||||||
Q98290|Koslowski, Peter||0||DFK0002918152|19444|Koslowski, Peter||||||||
Q51159950|Kelemen, Károly||0||DFK0005241836|19691|Kelemen, Károly||||||||
Q94944775|Kinkel, Hans||0||DFK0001482423|19777|Kinkel, Hans||||||||
Q1560831|Kozaric, Ivan||0||DFK0002883504|19676|Kozaric, Ivan||||||||
Q94930614|Keller, Horst||0||DFK0001369018|12265|Keller, Horst||||||||
Q63859311|Kresslein, Bettina||0||DFK0005900631|20076|Kresslein, Bettina||||||||
Q1085362|Krämer, Christoph||0||DFK0004033911|20090|Krämer, Christoph||||||||
Q879198|Kuehl, Gotthardt||0||DFK0007389129|2483|Kuehl, Gotthardt|102483|Kuehl, Gotthardt||||||
Q365068|Kroyer, Peter Severin||0||DFK0008430913|20099|Krøyer, Peder Severin|103557|Kroyer, Peter Severin||||||
Q1313707|Kramer, Harry||0||DFK0001782254|20068|Kramer, Harry||||||||
Q317338|Kauffmann, Hugo Wilhelm||0||DFK0009897438|10424|Kauffmann, Hugo Wilhelm|||||10424|Hugo Kauffmann||
Q33056136|Krasnitzky, Kay||0||DFK0004263740|20105|Krasnitzky, Kay||||||||
Q65504|Kesten, Hermann||0||DFK0006372891|20247|Kesten, Hermann||||||||
Q65113|Klarsfeld, Beate||0||DFK0002231486|20248|Klarsfeld, Beate||||||||
Q2512|Kiesinger, Kurt Georg||0||DFK0005139498|20250|Kiesinger, Kurt Georg||||||||
Q88062|Kuh, Anton||0||DFK0001500816|20290|Kuh, Anton||||||||
Q102147|Kuttner, Erich||0||DFK0007766365|20291|Kuttner, Erich||||||||
Q152807|Kiki vom Montparnasse, (eigtl. Alice Ernestine Prin)||0||DFK0007036646|20439|Kiki vom Montparnasse, (eigtl. Alice Ernestine Prin)||||||||
Q320564|Klimsch, Fritz||0||DFK0003939115|3139|Klimsch, Fritz|103139|Klimsch, Fritz||||||
Q1467058|Koelle, Fritz||0||DFK0005545215|9753|Koelle, Fritz|109753|Koelle, Fritz||||||
Q105630516|Kühl, Johannes||0||DFK0009083488|20659|Kühl, Johannes||||||||
Q95884732|Kotschenreuther, Hellmut||0||DFK0008804321|20671|Kotschenreuther, Hellmut||||||||
Q3334882|Khodossievitch Léger, Nadia||0||DFK0000882982|20676|Khodossievitch Léger, Nadia||||||||
Q2173280|Kügler, Rudolf||0||DFK0006608581|9720|Kügler, Rudolf|109720|Kügler, Rudolf||||||
Q1567487|Körnig, Hans||0||DFK0003797619|20738|Körnig, Hans||||||||
Q12343247|Krojer, Tom||0||DFK0009798654|20816|Krojer, Tom||||||||
Q15433192|Krause, Axel||0||DFK0007004576|20828|Krause, Axel||||||||
Q1598017|Klotz, Heinrich||0||DFK0005769680|20833|Klotz, Heinrich||||||||
Q962432|Kasprowicz, Jan||0||DFK0008106218|20790|Kasprowicz, Jan||||||||
Q4241935|Kruglikowa, Jelisaweta||0||DFK0001578835|20791|Kruglikowa, Jelisaweta||||||||
Q3124063|Koch, Gérard||0||DFK0002988499|18392|Koch, Gérard||||||||
Q464686|Klemké, Werner||0||DFK0007867152|12354|Klemké, Werner||||||||
Q28778875|Kosnick-Kloss, Jeanne||0||DFK0008846500|8883|Kosnick-Kloss, Jeanne|107639|Kosnick-Kloss, Jeanne||||||
Q78150438|Klingbeil, Fritz||0||DFK0006626309|21184|Klingbeil, Fritz||||||||
Q61030012|Kwasniewska, Barbara||0||DFK0000281926|21314|Kwasniewska, Barbara||||||||
Q100384156|Richard, Leeman||0||DFK0008976901|21171|Richard, Leeman||||||||
Q379929|Labiche, Eugène||0||DFK0009232388|21668|Labiche, Eugène||||||||
Q1441717|Lybke, Gerd Harry||0||DFK0006196058|21426|Lybke, Gerd Harry||||||||
Q1661967|Lewandowsky, Via (eigtl. Volker)||0||DFK0008921456|16202|Lewandowsky, Via (eigtl. Volker)||||||||
Q685186|Louis, Morris||0||DFK0009630801|18120|Louis, Morris||||||||
Q881011|Leering, Jan||0||DFK0005398524|12054|Leering, Jan||||||||
Q60412|Luckmann, Thomas||0||DFK0006246166|21725|Luckmann, Thomas||||||||
Q2425831|Lindenberger, Thomas||0||DFK0008564821|21428|Lindenberger, Thomas||||||||
Q499335|Ludwig, Andreas||0||DFK0002351910|21432|Ludwig, Andreas||||||||
